Coarse_Class_Antecedent,Coarse_Class_Consequent,Coarse_Class_Confidence,Fine_Class_Antecedent,Fine_Class_Consequent,Fine_Class_Confidence
"Vegetable","Seafood, Meat",0.2157707190171173,"Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.1326194398682043
"Seafood, Meat","Vegetable",0.5331100788592417,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Shrimp_Scampi",0.347732181425486
"Seafood, Vegetable","Meat",0.3615384615384615,"Shrimp_Scampi","Chicken_Caesar_Salad, Grilled_Vegetables",0.0259890859481582
"Meat, Vegetable","Seafood",0.3624146287728574,"Chicken_Caesar_Salad","Shrimp_Scampi, Grilled_Vegetables",0.0504068267513395
"Fruit_cup","Meat, Vegetable",0.2031413384454513,"Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad",0.0332692979392245
"Meat","Fruit_cup, Vegetable",0.1590455561051321,"Shrimp_Scampi, Chicken_Caesar_Salad","Grilled_Vegetables",0.1678044483593922
"Vegetable","Fruit_cup, Meat",0.2038563277441357,"Shrimp_Scampi, Grilled_Vegetables","Chicken_Caesar_Salad",0.1110787172011661
"Fruit_cup, Meat","Vegetable",0.3424280258519389,"Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi",0.3176323468111713
"Fruit_cup, Vegetable","Meat",0.6435472739820566,"Grilled_Salmon","Chicken_Caesar_Salad, Grilled_Vegetables",0.0271479410269445
"Meat, Vegetable","Fruit_cup",0.342402878754498,"Chicken_Caesar_Salad","Grilled_Salmon, Grilled_Vegetables",0.0529867037110537
"Fruit_cup","Seafood, Vegetable",0.2028145695364238,"Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad",0.0349720572825707
"Seafood","Fruit_cup, Vegetable",0.1582660433489162,"Grilled_Salmon, Chicken_Caesar_Salad","Grilled_Vegetables",0.1749672346002621
"Vegetable","Fruit_cup, Seafood",0.2035284087182738,"Grilled_Salmon, Grilled_Vegetables","Chicken_Caesar_Salad",0.114822247706422
"Fruit_cup, Seafood","Vegetable",0.3401658811063612,"Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon",0.3338891204668611
"Fruit_cup, Vegetable","Seafood",0.642512077294686,"Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0206866579747935
"Seafood, Vegetable","Fruit_cup",0.341025641025641,"Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0314877290467685
"Fruit_cup","Seafood, Meat, Vegetable",0.096396828163123,"Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0207823960880195
"Seafood","Fruit_cup, Meat, Vegetable",0.0752231194220144,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Grilled_Vegetables",0.1972648155822627
"Meat","Fruit_cup, Seafood, Vegetable",0.075472019921202,"Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1297709923664122
"Vegetable","Fruit_cup, Seafood, Meat",0.0967361126292547,"Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix",0.1984160066694456
"Fruit_cup, Seafood","Meat, Vegetable",0.1616792721692425,"Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0207477941818817
"Fruit_cup, Meat","Seafood, Vegetable",0.1624926556991774,"Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0314215783554938
"Fruit_cup, Vegetable","Seafood, Meat",0.3053830227743271,"Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0207387355920363
"Seafood, Meat","Fruit_cup, Vegetable",0.2390083180295992,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Grilled_Vegetables",0.1929325751421608
"Seafood, Vegetable","Fruit_cup, Meat",0.162087912087912,"Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1288310279359913
"Meat, Vegetable","Fruit_cup, Seafood",0.1624807226261291,"Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix",0.1979991663192997
"Fruit_cup, Seafood, Meat","Vegetable",0.4513924308885034,"Grilled_Salmon","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.0049483138451109
"Fruit_cup, Seafood, Vegetable","Meat",0.4752953813104189,"Chicken_Caesar_Salad","Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0096580009261096
"Fruit_cup, Meat, Vegetable","Seafood",0.4745308310991957,"Cut-Fruit_Cup_Seasonal_Mix","Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables",0.0063450673620165
"Seafood, Meat, Vegetable","Fruit_cup",0.4483282674772036,"Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix",0.0063744324135522
"Salad","Seafood, Vegetable",0.2025672932084616,"Grilled_Salmon, Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0318916557448667
"Seafood","Salad, Vegetable",0.1577390565235868,"Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0213138686131386
"Vegetable","Salad, Seafood",0.2028507093981592,"Grilled_Salmon, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0209288990825688
"Salad, Seafood","Vegetable",0.3399025605333528,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Grilled_Salmon, Grilled_Vegetables",0.0605055946953999
"Salad, Vegetable","Seafood",0.6439725171767645,"Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix",0.0608586911213005
"Seafood, Vegetable","Salad",0.3398901098901098,"Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad",0.039803707742639
"Salad","Meat, Vegetable",0.2025454624838998,"Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix","Grilled_Vegetables",0.1938911022576361
"Meat","Salad, Vegetable",0.1582439323907148,"Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix",0.1822721598002497
"Vegetable","Salad, Meat",0.2028288481297684,"Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.125
"Salad, Meat","Vegetable",0.3409024103468547,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon",0.3067226890756302
"Salad, Vegetable","Meat",0.6439031161079881,"Shrimp_Scampi","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.0052864938608458
"Meat, Vegetable","Salad",0.3406770948079606,"Chicken_Caesar_Salad","Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0102533571475821
"Salad","Fruit_cup, Vegetable",0.1247844215949527,"Cut-Fruit_Cup_Seasonal_Mix","Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables",0.0067362016514558
"Fruit_cup","Salad, Vegetable",0.1245207389334262,"Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix",0.0067673768774013
"Vegetable","Salad, Fruit_cup",0.1249590101217672,"Shrimp_Scampi, Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0341334507817661
"Salad, Fruit_cup","Vegetable",0.3937181429949029,"Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0223665223665223
"Salad, Vegetable","Fruit_cup",0.3966965091262405,"Shrimp_Scampi, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0225947521865889
"Fruit_cup, Vegetable","Salad",0.3944789510006901,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Shrimp_Scampi, Grilled_Vegetables",0.064235391628678
"Salad","Seafood, Meat, Vegetable",0.0965136332874888,"Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix",0.0646102542726135
"Seafood","Salad, Meat, Vegetable",0.0751551211219719,"Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad",0.042257360959651
"Meat","Salad, Seafood, Vegetable",0.075403796626358,"Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix","Grilled_Vegetables",0.1959544879898862
"Vegetable","Salad, Seafood, Meat",0.0966486675556915,"Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix",0.2034120734908136
"Salad, Seafood","Meat, Vegetable",0.161947324077805,"Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1341991341991342
"Salad, Meat","Seafood, Vegetable",0.1624412110523221,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi",0.3256302521008403
"Salad, Vegetable","Seafood, Meat",0.3068221250607259,"Grilled_Salmon","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.006304016268429
"Seafood, Meat","Salad, Vegetable",0.2387922653127363,"Chicken_Caesar_Salad","Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0123040285770986
"Seafood, Vegetable","Salad, Meat",0.1619413919413919,"Cut-Fruit_Cup_Healthy_Mix","Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables",0.0081243994059578
"Meat, Vegetable","Salad, Seafood",0.1623338473966365,"Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix",0.0081208522528815
"Salad, Seafood, Meat","Vegetable",0.4514910130718954,"Grilled_Salmon, Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0406290956749672
"Salad, Seafood, Vegetable","Meat",0.4764522039012824,"Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0269917283413147
"Salad, Meat, Vegetable","Seafood",0.4765035568010347,"Grilled_Salmon, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0266628440366972
"Seafood, Meat, Vegetable","Salad",0.4479229989868288,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Grilled_Salmon, Grilled_Vegetables",0.0755483346872461
"Salad","Fruit_cup, Meat, Vegetable",0.0835680136223721,"Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix",0.0775323051271363
"Fruit_cup","Salad, Meat, Vegetable",0.0833914255838271,"Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad",0.0504475183075671
"Meat","Salad, Fruit_cup, Vegetable",0.0652896931657314,"Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix","Grilled_Vegetables",0.2262773722627737
"Vegetable","Salad, Fruit_cup, Meat",0.0836849353999519,"Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix",0.2322097378277153
"Salad, Fruit_cup","Meat, Vegetable",0.2636726821876292,"Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1557788944723618
"Salad, Meat","Fruit_cup, Vegetable",0.140652557319224,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon",0.3915789473684211
"Salad, Vegetable","Fruit_cup, Meat",0.2656672912762857,"Shrimp_Scampi","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.0052523874488403
"Fruit_cup, Meat","Salad, Vegetable",0.1405699177438308,"Chicken_Caesar_Salad","Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0101872064563074
"Fruit_cup, Vegetable","Salad, Meat",0.2641821946169772,"Cut-Fruit_Cup_Healthy_Mix","Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables",0.0067266532715995
"Meat, Vegetable","Salad, Fruit_cup",0.1405595946243666,"Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix",0.006723716381418
"Salad, Fruit_cup, Meat","Vegetable",0.4133016627078385,"Shrimp_Scampi, Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0339132349702708
"Salad, Fruit_cup, Vegetable","Meat",0.6696990902729181,"Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0223674655047204
"Salad, Meat, Vegetable","Fruit_cup",0.4125889200258676,"Shrimp_Scampi, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0224489795918367
"Fruit_cup, Meat, Vegetable","Salad",0.4105093833780161,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Shrimp_Scampi, Grilled_Vegetables",0.0625507717303005
"Salad","Fruit_cup, Seafood, Vegetable",0.0838954744907983,"Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix",0.0641934139224676
"Fruit_cup","Salad, Seafood, Vegetable",0.0837181944928546,"Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad",0.0417683753729319
"Seafood","Salad, Fruit_cup, Vegetable",0.0653293667658308,"Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix","Grilled_Vegetables",0.1884944920440636
"Vegetable","Salad, Fruit_cup, Seafood",0.0840128544258137,"Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix",0.2020997375328083
"Salad, Fruit_cup","Seafood, Vegetable",0.2647058823529412,"Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1267489711934156
"Salad, Seafood","Fruit_cup, Vegetable",0.1407743873401956,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi",0.3242105263157894
"Salad, Vegetable","Fruit_cup, Seafood",0.2667083073079325,"Shrimp_Scampi","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0262278308321964
"Fruit_cup, Seafood","Salad, Vegetable",0.1404143373890167,"Chicken_Caesar_Salad","Shrimp_Scampi, Mixed_Veggie_Stir_Fry",0.0508698815902626
"Fruit_cup, Vegetable","Salad, Seafood",0.2652173913043478,"Mixed_Veggie_Stir_Fry","Shrimp_Scampi, Chicken_Caesar_Salad",0.0336704759402775
"Seafood, Vegetable","Salad, Fruit_cup",0.1407692307692307,"Shrimp_Scampi, Chicken_Caesar_Salad","Mixed_Veggie_Stir_Fry",0.169345959039859
"Salad, Fruit_cup, Seafood","Vegetable",0.4115442278860569,"Shrimp_Scampi, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.113154796939376
"Salad, Fruit_cup, Vegetable","Seafood",0.6723233030090973,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Shrimp_Scampi",0.3120941558441558
"Salad, Seafood, Vegetable","Fruit_cup",0.4141610087293889,"Grilled_Salmon","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0272496187086934
"Fruit_cup, Seafood, Vegetable","Salad",0.412781954887218,"Chicken_Caesar_Salad","Grilled_Salmon, Mixed_Veggie_Stir_Fry",0.0531851557848779
"Salad","Fruit_cup, Seafood, Meat, Vegetable",0.045167769118257,"Mixed_Veggie_Stir_Fry","Grilled_Salmon, Chicken_Caesar_Salad",0.0352029423354787
"Seafood","Salad, Fruit_cup, Meat, Vegetable",0.0351721206969825,"Grilled_Salmon, Chicken_Caesar_Salad","Mixed_Veggie_Stir_Fry",0.1756225425950196
"Meat","Salad, Fruit_cup, Seafood, Vegetable",0.0352884992580716,"Grilled_Salmon, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.11691144394358
"Vegetable","Salad, Fruit_cup, Seafood, Meat",0.0452309643005487,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Grilled_Salmon",0.3262987012987013
