Coarse_Class_Antecedent,Coarse_Class_Consequent,Coarse_Class_Confidence,Fine_Class_Antecedent,Fine_Class_Consequent,Fine_Class_Confidence
"Seafood","Salad",0.47440347435317,"Chicken_Caesar_Salad","Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix",0.053423675809499
"Salad","Seafood, Meat",0.2276107269061504,"Cut-Fruit_Cup_Seasonal_Mix","Grilled_Salmon, Chicken_Caesar_Salad",0.0354840105586568
"Seafood","Salad, Meat",0.1760484263125241,"Grilled_Salmon, Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix",0.1723775488753416
"Meat","Salad, Seafood",0.1765813949577005,"Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad",0.116709365214916
"Salad, Seafood","Meat",0.3710943022762618,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Grilled_Salmon",0.3227075954348682
"Salad, Meat","Seafood",0.3730855335631285,"Shrimp_Scampi","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0291063086075353
"Seafood, Meat","Salad",0.543342131139057,"Chicken_Caesar_Salad","Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix",0.0564206137207635
"Salad","Fruit_cup, Meat",0.2145381230082164,"Cut-Fruit_Cup_Seasonal_Mix","Shrimp_Scampi, Chicken_Caesar_Salad",0.0374745770046302
"Fruit_cup","Salad, Meat",0.2138057686075402,"Shrimp_Scampi, Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix",0.1835523526918185
"Meat","Salad, Fruit_cup",0.1664396118203071,"Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad",0.1226802663266751
"Salad, Fruit_cup","Meat",0.6605700554035112,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Shrimp_Scampi",0.340810704447068
"Salad, Meat","Fruit_cup",0.3516577236061263,"Grilled_Salmon","Chicken_Caesar_Salad, Grilled_Vegetables",0.0264690135189399
"Fruit_cup, Meat","Salad",0.3491884262526464,"Chicken_Caesar_Salad","Grilled_Salmon, Grilled_Vegetables",0.0515343019089191
"Salad","Fruit_cup, Seafood",0.2146898779456717,"Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad",0.0343152140904949
"Fruit_cup","Salad, Seafood",0.2139570055093443,"Grilled_Salmon, Chicken_Caesar_Salad","Grilled_Vegetables",0.166281269707799
"Seafood","Salad, Fruit_cup",0.1660546305146134,"Grilled_Salmon, Grilled_Vegetables","Chicken_Caesar_Salad",0.1109863897853234
"Salad, Fruit_cup","Seafood",0.6610373139309793,"Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon",0.3247126436781609
"Salad, Seafood","Fruit_cup",0.3500282765446063,"Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0224155091090051
"Fruit_cup, Seafood","Salad",0.350834307577851,"Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0337481269138054
"Salad","Fruit_cup, Seafood, Meat",0.1055130400849827,"Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0224719101123595
"Fruit_cup","Salad, Seafood, Meat",0.1051528572971805,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Grilled_Vegetables",0.2038567493112947
"Seafood","Salad, Fruit_cup, Meat",0.081610409645019,"Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1373276776246023
"Meat","Salad, Fruit_cup, Seafood",0.0818574768319962,"Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix",0.2126436781609195
"Salad, Fruit_cup","Seafood, Meat",0.3248781790267672,"Shrimp_Scampi","Chicken_Caesar_Salad, Grilled_Vegetables",0.0276610761939972
"Salad, Seafood","Fruit_cup, Meat",0.172027428248268,"Chicken_Caesar_Salad","Shrimp_Scampi, Grilled_Vegetables",0.0536191282819727
"Salad, Meat","Fruit_cup, Seafood",0.1729504992715255,"Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad",0.0357034401978222
"Fruit_cup, Seafood","Salad, Meat",0.1724235660892053,"Shrimp_Scampi, Chicken_Caesar_Salad","Grilled_Vegetables",0.1744383213225943
"Fruit_cup, Meat","Salad, Seafood",0.1717360621030345,"Shrimp_Scampi, Grilled_Vegetables","Chicken_Caesar_Salad",0.1161281219133624
"Seafood, Meat","Salad, Fruit_cup",0.2518760026910935,"Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi",0.3378489326765189
"Salad, Fruit_cup, Seafood","Meat",0.4914672321518731,"Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0213151536071798
"Salad, Fruit_cup, Meat","Seafood",0.4918148746968471,"Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0321845071340152
"Salad, Seafood, Meat","Fruit_cup",0.4635679588532241,"Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0214307405318641
"Fruit_cup, Seafood, Meat","Salad",0.4623349482283651,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Grilled_Vegetables",0.1968911917098445
"Seafood","Vegetable",0.4743699381256602,"Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1329028786655905
"Vegetable","Seafood",0.6131605184446659,"Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix",0.202791461412151
"Meat","Vegetable",0.4731486620582942,"Grilled_Salmon","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.0059229018872975
"Vegetable","Meat",0.6097360093632147,"Chicken_Caesar_Salad","Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0115316958759528
"Fruit_cup","Vegetable",0.3223506535594685,"Cut-Fruit_Cup_Seasonal_Mix","Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables",0.0076593534986368
"Vegetable","Fruit_cup",0.3233776930079327,"Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix",0.0076786256561537
"Salad","Vegetable",0.3218722223426626,"Grilled_Salmon, Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0372083245743115
"Vegetable","Salad",0.3217954831158697,"Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0251921434671221
"Seafood","Meat, Vegetable",0.1761658031088083,"Grilled_Salmon, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0248351339974743
"Meat","Seafood, Vegetable",0.1766991271002573,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Grilled_Salmon, Grilled_Vegetables",0.0696576151121605
"Vegetable","Seafood, Meat",0.2277081798084008,"Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix",0.0726600985221675
"Seafood, Meat","Vegetable",0.543704393727682,"Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad",0.0469247083775185
"Seafood, Vegetable","Meat",0.3713679745493107,"Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix","Grilled_Vegetables",0.2158536585365853
"Meat, Vegetable","Seafood",0.373453718185696,"Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix",0.2237673830594184
"Fruit_cup","Seafood, Vegetable",0.2138489791509128,"Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1436688311688312
"Seafood","Fruit_cup, Vegetable",0.165970789945839,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon",0.3416988416988417
"Vegetable","Fruit_cup, Seafood",0.2145303220772465,"Shrimp_Scampi","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.0059153698786676
"Fruit_cup, Seafood","Vegetable",0.3506571722110036,"Chicken_Caesar_Salad","Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0114665450517949
"Fruit_cup, Vegetable","Seafood",0.6634048257372654,"Cut-Fruit_Cup_Seasonal_Mix","Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables",0.0076160803150287
"Seafood, Vegetable","Fruit_cup",0.3498762813715094,"Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix",0.0076352435902997
"Fruit_cup","Meat, Vegetable",0.2136113211623636,"Shrimp_Scampi, Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0373039423484527
"Meat","Fruit_cup, Vegetable",0.166288241922734,"Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0249327100155829
"Vegetable","Fruit_cup, Meat",0.2142919068880315,"Shrimp_Scampi, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0248342034711443
"Fruit_cup, Meat","Vegetable",0.3488708539167255,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Shrimp_Scampi, Grilled_Vegetables",0.0692640692640692
"Fruit_cup, Vegetable","Meat",0.6626675603217158,"Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix",0.0722495894909688
"Meat, Vegetable","Fruit_cup",0.351450305701692,"Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad",0.0466595970307529
"Fruit_cup","Seafood, Meat, Vegetable",0.1063411472399265,"Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix","Grilled_Vegetables",0.2032332563510392
"Seafood","Fruit_cup, Meat, Vegetable",0.0825326559015376,"Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix",0.2138517618469016
"Meat","Fruit_cup, Seafood, Vegetable",0.0827825150949425,"Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1390205371248025
"Vegetable","Fruit_cup, Seafood, Meat",0.106679960119641,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi",0.3397683397683398
"Fruit_cup, Seafood","Meat, Vegetable",0.1743720551245261,"Grilled_Salmon","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.0059229018872975
"Fruit_cup, Meat","Seafood, Vegetable",0.1736767819336626,"Chicken_Caesar_Salad","Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0115316958759528
"Fruit_cup, Vegetable","Seafood, Meat",0.3298927613941019,"Cut-Fruit_Cup_Healthy_Mix","Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables",0.0076372109078356
"Seafood, Meat","Fruit_cup, Vegetable",0.2547223516017181,"Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix",0.0076786256561537
"Seafood, Vegetable","Fruit_cup, Meat",0.1739837398373983,"Grilled_Salmon, Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0372083245743115
"Meat, Vegetable","Fruit_cup, Seafood",0.1749608986207877,"Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0250282805429864
"Fruit_cup, Seafood, Meat","Vegetable",0.4675596086254393,"Grilled_Salmon, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0248351339974743
"Fruit_cup, Seafood, Vegetable","Meat",0.4972721761972116,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Grilled_Salmon, Grilled_Vegetables",0.0705460342766042
"Fruit_cup, Meat, Vegetable","Seafood",0.4978254273288156,"Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix",0.0726600985221675
"Seafood, Meat, Vegetable","Fruit_cup",0.4684941937940224,"Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad",0.0476190476190476
"Salad","Seafood, Vegetable",0.2135625555531467,"Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix","Grilled_Vegetables",0.2107142857142857
"Seafood","Salad, Vegetable",0.1651826885993594,"Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix",0.2237673830594184
"Vegetable","Salad, Seafood",0.2135116389960553,"Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1421686746987951
"Salad, Seafood","Vegetable",0.3481903011452,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon",0.3582995951417004
"Salad, Vegetable","Seafood",0.6635010439819493,"Shrimp_Scampi","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.0059489799347964
"Seafood, Vegetable","Salad",0.348214916931778,"Chicken_Caesar_Salad","Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0115316958759528
"Salad","Meat, Vegetable",0.212717063758753,"Cut-Fruit_Cup_Healthy_Mix","Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables",0.0076372109078356
"Meat","Salad, Vegetable",0.1650268261096254,"Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix",0.0076786256561537
"Vegetable","Salad, Meat",0.2126663487797477,"Shrimp_Scampi, Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0375158965663416
"Salad, Meat","Vegetable",0.3486727550549021,"Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0248910139220925
"Salad, Vegetable","Meat",0.6608742506903752,"Shrimp_Scampi, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0249753068999576
"Meat, Vegetable","Salad",0.3487843025735817,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Shrimp_Scampi, Grilled_Vegetables",0.0705460342766042
"Salad","Fruit_cup, Vegetable",0.13360938279099,"Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix",0.0726600985221675
"Fruit_cup","Salad, Vegetable",0.1331532894026142,"Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad",0.0476190476190476
"Vegetable","Salad, Fruit_cup",0.133577528284711,"Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix","Grilled_Vegetables",0.2114695340501792
"Salad, Fruit_cup","Vegetable",0.4113877578265803,"Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix",0.2150668286755772
"Salad, Vegetable","Fruit_cup",0.4151006937428437,"Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1433198380566801
"Fruit_cup, Vegetable","Salad",0.4130697050938338,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi",0.3582995951417004
"Salad","Seafood, Meat, Vegetable",0.1055563986385414,"Grilled_Salmon","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0275063579172801
"Seafood","Salad, Meat, Vegetable",0.0816439458725288,"Chicken_Caesar_Salad","Grilled_Salmon, Mixed_Veggie_Stir_Fry",0.0535539774578148
"Meat","Salad, Seafood, Vegetable",0.0818911145870124,"Mixed_Veggie_Stir_Fry","Grilled_Salmon, Chicken_Caesar_Salad",0.0356044527223112
"Vegetable","Salad, Seafood, Meat",0.1055312323897871,"Grilled_Salmon, Chicken_Caesar_Salad","Mixed_Veggie_Stir_Fry",0.172797981921379
"Salad, Seafood","Meat, Vegetable",0.1720981196097836,"Grilled_Salmon, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.1154981031333427
"Salad, Meat","Seafood, Vegetable",0.1730215699513165,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Grilled_Salmon",0.3366093366093366
"Salad, Vegetable","Seafood, Meat",0.3279450394018994,"Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0227390403866068
"Seafood, Meat","Salad, Vegetable",0.2519795062878435,"Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry",0.0343344843312267
"Seafood, Vegetable","Salad, Meat",0.1721102863202545,"Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0228266990080997
"Meat, Vegetable","Salad, Seafood",0.173076923076923,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Mixed_Veggie_Stir_Fry",0.2100438421681945
"Salad, Seafood, Meat","Vegetable",0.4637584531860177,"Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.1392706131078224
"Salad, Seafood, Vegetable","Meat",0.4942645416708963,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Healthy_Mix",0.2158067158067158
"Salad, Meat, Vegetable","Seafood",0.4962291072156543,"Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0212038599679778
"Seafood, Meat, Vegetable","Salad",0.463449457452884,"Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Mixed_Veggie_Stir_Fry",0.0319239038373835
"Salad","Fruit_cup, Seafood, Vegetable",0.0936111171331324,"Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.021224065491402
"Fruit_cup","Salad, Seafood, Vegetable",0.0932915631414065,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Mixed_Veggie_Stir_Fry",0.1928374655647383
"Seafood","Salad, Fruit_cup, Vegetable",0.0724047151935878,"Cut-Fruit_Cup_Seasonal_Mix, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.1336971350613915
"Vegetable","Salad, Fruit_cup, Seafood",0.0935887988209285,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Seasonal_Mix",0.2006552006552006
"Salad, Fruit_cup","Seafood, Vegetable",0.2882317602296242,"Shrimp_Scampi","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0265183342856182
"Salad, Seafood","Fruit_cup, Vegetable",0.1526226495122296,"Chicken_Caesar_Salad","Shrimp_Scampi, Mixed_Veggie_Stir_Fry",0.0514040002606032
"Salad, Vegetable","Fruit_cup, Seafood",0.290833164949148,"Mixed_Veggie_Stir_Fry","Shrimp_Scampi, Chicken_Caesar_Salad",0.0341750768830943
"Fruit_cup, Seafood","Salad, Vegetable",0.1529741028093669,"Shrimp_Scampi, Chicken_Caesar_Salad","Mixed_Veggie_Stir_Fry",0.1672318779143705
"Fruit_cup, Vegetable","Salad, Seafood",0.2894101876675603,"Shrimp_Scampi, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.1127464989997142
"Seafood, Vegetable","Salad, Fruit_cup",0.152633439377872,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Shrimp_Scampi",0.3230958230958231
"Salad, Fruit_cup, Seafood","Vegetable",0.4360294860143391,"Grilled_Salmon","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0065252308927854
"Salad, Fruit_cup, Vegetable","Seafood",0.7006328086970632,"Chicken_Caesar_Salad","Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry",0.0127044107107954
"Salad, Seafood, Vegetable","Fruit_cup",0.4383311338950361,"Cut-Fruit_Cup_Healthy_Mix","Grilled_Salmon, Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0084138764238867
"Fruit_cup, Seafood, Vegetable","Salad",0.436249747423722,"Mixed_Veggie_Stir_Fry","Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix",0.0084463117771906
"Salad","Fruit_cup, Meat, Vegetable",0.0919634920979036,"Grilled_Salmon, Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry",0.0409922219886483
"Fruit_cup","Salad, Meat, Vegetable",0.0916495624932483,"Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0275735294117647
"Meat","Salad, Fruit_cup, Vegetable",0.0713456783894242,"Grilled_Salmon, Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0273991850498805
"Vegetable","Salad, Fruit_cup, Meat",0.0919415666045342,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Grilled_Salmon, Mixed_Veggie_Stir_Fry",0.077720207253886
"Salad, Fruit_cup","Meat, Vegetable",0.2831586676456845,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix",0.0798525798525798
"Salad, Meat","Fruit_cup, Vegetable",0.1507409118368217,"Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry","Grilled_Salmon, Chicken_Caesar_Salad",0.0515327695560253
"Salad, Vegetable","Fruit_cup, Meat",0.2857142857142857,"Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix","Mixed_Veggie_Stir_Fry",0.2321428571428571
"Fruit_cup, Meat","Salad, Vegetable",0.149682427664079,"Grilled_Salmon, Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Healthy_Mix",0.2372262773722627
"Fruit_cup, Vegetable","Salad, Meat",0.2843163538873994,"Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.1558752997601918
"Meat, Vegetable","Salad, Fruit_cup",0.1507891369259206,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Grilled_Salmon",0.3700189753320683
"Salad, Fruit_cup, Meat","Vegetable",0.4286580436540015,"Shrimp_Scampi","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0057809296541525
"Salad, Fruit_cup, Vegetable","Meat",0.688301152036346,"Chicken_Caesar_Salad","Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry",0.0112059417551632
"Salad, Meat, Vegetable","Fruit_cup",0.4323277619241745,"Cut-Fruit_Cup_Healthy_Mix","Shrimp_Scampi, Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0074214704867103
"Fruit_cup, Meat, Vegetable","Salad",0.4290482451704258,"Mixed_Veggie_Stir_Fry","Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix",0.0074500801316758
"Salad","Fruit_cup, Seafood, Meat, Vegetable",0.0523771326988531,"Shrimp_Scampi, Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry",0.0364561254768969
"Seafood","Salad, Fruit_cup, Meat, Vegetable",0.040511762831799,"Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0241878779355927
"Meat","Salad, Fruit_cup, Seafood, Vegetable",0.0406344080596061,"Shrimp_Scampi, Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.024578450985996
"Vegetable","Salad, Fruit_cup, Seafood, Meat",0.0523646451948502,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Shrimp_Scampi, Mixed_Veggie_Stir_Fry",0.0685532084495815
