Coarse_Class_Antecedent,Coarse_Class_Consequent,Coarse_Class_Confidence,Fine_Class_Antecedent,Fine_Class_Consequent,Fine_Class_Confidence
"Fruit_cup","Salad, Seafood, Meat",0.1063470408627298,"Chicken_Caesar_Salad","Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix",0.0540891108372786
"Seafood","Salad, Fruit_cup, Meat",0.0823606359428456,"Cut-Fruit_Cup_Seasonal_Mix","Grilled_Salmon, Chicken_Caesar_Salad",0.0361164039494197
"Meat","Salad, Fruit_cup, Seafood",0.0824131565698942,"Grilled_Salmon, Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix",0.1744769874476987
"Salad, Fruit_cup","Seafood, Meat",0.3267899920149055,"Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad",0.1182475542322416
"Salad, Seafood","Fruit_cup, Meat",0.1732397347255538,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Grilled_Salmon",0.326674500587544
"Salad, Meat","Fruit_cup, Seafood",0.1740440160187121,"Shrimp_Scampi","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0287192234053273
"Fruit_cup, Seafood","Salad, Meat",0.1737607472667445,"Chicken_Caesar_Salad","Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix",0.0554510668655554
"Fruit_cup, Meat","Salad, Seafood",0.172989538201416,"Cut-Fruit_Cup_Seasonal_Mix","Shrimp_Scampi, Chicken_Caesar_Salad",0.0370258098042612
"Seafood, Meat","Salad, Fruit_cup",0.2539822093504344,"Shrimp_Scampi, Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix",0.1809523809523809
"Salad, Fruit_cup, Seafood","Meat",0.4917885039054676,"Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad",0.1209164191769198
"Salad, Fruit_cup, Meat","Seafood",0.4946615632554392,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Shrimp_Scampi",0.3349001175088131
"Salad, Seafood, Meat","Fruit_cup",0.468696316090857,"Grilled_Salmon","Chicken_Caesar_Salad, Grilled_Vegetables",0.0274307532571926
"Fruit_cup, Seafood, Meat","Salad",0.4636518126888218,"Chicken_Caesar_Salad","Grilled_Salmon, Grilled_Vegetables",0.0531162851027952
"Fruit_cup","Seafood, Meat",0.2293683275947941,"Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad",0.0355175853246021
"Seafood","Fruit_cup, Meat",0.1776346682766485,"Grilled_Salmon, Chicken_Caesar_Salad","Grilled_Vegetables",0.1713389121338911
"Meat","Fruit_cup, Seafood",0.177747944285954,"Grilled_Salmon, Grilled_Vegetables","Chicken_Caesar_Salad",0.1158907598698174
"Fruit_cup, Seafood","Meat",0.3747655945936383,"Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon",0.3321167883211678
"Fruit_cup, Meat","Seafood",0.3731022579167988,"Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0233414169409319
"Seafood, Meat","Fruit_cup",0.547786512205213,"Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0349568713924379
"Seafood","Vegetable",0.4742906017307305,"Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0233748211110629
"Vegetable","Seafood",0.6126202235508188,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Grilled_Vegetables",0.2111241676459067
"Meat","Vegetable",0.4744755831515355,"Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1408413901228116
"Vegetable","Meat",0.6124685902434798,"Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix",0.2185725871857258
"Fruit_cup","Vegetable",0.3215747417657377,"Shrimp_Scampi","Chicken_Caesar_Salad, Grilled_Vegetables",0.0277787108259715
"Vegetable","Fruit_cup",0.3216792305692747,"Chicken_Caesar_Salad","Shrimp_Scampi, Grilled_Vegetables",0.0536351254945197
"Salad","Vegetable",0.32104807275877,"Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad",0.0358645214449889
"Vegetable","Salad",0.3211593449441123,"Shrimp_Scampi, Chicken_Caesar_Salad","Grilled_Vegetables",0.175026455026455
"Seafood","Meat, Vegetable",0.1762594754142349,"Shrimp_Scampi, Grilled_Vegetables","Chicken_Caesar_Salad",0.1165116934347703
"Meat","Seafood, Vegetable",0.1763718744755831,"Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi",0.335360908353609
"Vegetable","Seafood, Meat",0.2276665800190624,"Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0224368692337679
"Seafood, Meat","Vegetable",0.5435457178320231,"Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0335949153641611
"Seafood, Vegetable","Meat",0.3716275944980729,"Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0224641137950474
"Meat, Vegetable","Seafood",0.3717196010468982,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Grilled_Vegetables",0.2028191072826938
"Fruit_cup","Meat, Vegetable",0.2137551700989627,"Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1403794037940379
"Meat","Fruit_cup, Vegetable",0.1656485987581809,"Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix",0.2100567721005677
"Vegetable","Fruit_cup, Meat",0.2138246252491119,"Grilled_Salmon","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.006665103660783
"Fruit_cup, Meat","Vegetable",0.34770509704463,"Chicken_Caesar_Salad","Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0129061547441468
"Fruit_cup, Vegetable","Meat",0.6647138047138048,"Cut-Fruit_Cup_Seasonal_Mix","Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables",0.0086177031006409
"Meat, Vegetable","Fruit_cup",0.3491193322487091,"Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix",0.0086300359946224
"Fruit_cup","Seafood, Vegetable",0.2132137984798285,"Grilled_Salmon, Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0416317991631799
"Seafood","Fruit_cup, Vegetable",0.1651237673576172,"Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0282149439954629
"Vegetable","Fruit_cup, Seafood",0.2132830777229009,"Grilled_Salmon, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0281590491014574
"Fruit_cup, Seafood","Vegetable",0.3483706612886106,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Grilled_Salmon, Grilled_Vegetables",0.0779475127301214
"Fruit_cup, Vegetable","Seafood",0.6630303030303031,"Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix",0.0806974858069748
"Seafood, Vegetable","Fruit_cup",0.348148933913228,"Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad",0.0519989547948784
"Fruit_cup","Seafood, Meat, Vegetable",0.1061088373503107,"Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix","Grilled_Vegetables",0.2386091127098321
"Seafood","Fruit_cup, Meat, Vegetable",0.0821761588515462,"Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix",0.242979242979243
"Meat","Fruit_cup, Seafood, Vegetable",0.0822285618392347,"Grilled_Salmon, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1557120500782472
"Vegetable","Fruit_cup, Seafood, Meat",0.1061433151373364,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon",0.3692022263450835
"Fruit_cup, Seafood","Meat, Vegetable",0.1733715458373138,"Shrimp_Scampi","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.0058446138859964
"Fruit_cup, Meat","Seafood, Vegetable",0.1726020641797879,"Chicken_Caesar_Salad","Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0112847785200077
"Fruit_cup, Vegetable","Seafood, Meat",0.32996632996633,"Cut-Fruit_Cup_Seasonal_Mix","Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables",0.0075350770829724
"Seafood, Meat","Fruit_cup, Vegetable",0.2534133223003724,"Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix",0.0075458606184136
"Seafood, Vegetable","Fruit_cup, Meat",0.1732612000990064,"Shrimp_Scampi, Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables",0.0368253968253968
"Meat, Vegetable","Fruit_cup, Seafood",0.1733040956355662,"Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0246075519728468
"Fruit_cup, Seafood, Meat","Vegetable",0.4626132930513595,"Shrimp_Scampi, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0245139475908706
"Fruit_cup, Seafood, Vegetable","Meat",0.4976640260004062,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Shrimp_Scampi, Grilled_Vegetables",0.0681551116333725
"Fruit_cup, Meat, Vegetable","Seafood",0.4964036065241616,"Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix",0.0705596107055961
"Seafood, Meat, Vegetable","Fruit_cup",0.4662226450999048,"Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad",0.0454664227854716
"Salad","Seafood, Vegetable",0.2135339974014725,"Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Seasonal_Mix","Grilled_Vegetables",0.2035087719298245
"Seafood","Salad, Vegetable",0.1653753270275709,"Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Seasonal_Mix",0.2103990326481257
"Vegetable","Salad, Seafood",0.2136080062386275,"Shrimp_Scampi, Cut-Fruit_Cup_Seasonal_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1365777080062794
"Salad, Seafood","Vegetable",0.3478552278820375,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi",0.3228200371057514
"Salad, Vegetable","Seafood",0.6651153379198705,"Grilled_Salmon","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.0059952439963827
"Seafood, Vegetable","Salad",0.3486793253421025,"Chicken_Caesar_Salad","Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0116090537648355
"Salad","Meat, Vegetable",0.212472932005197,"Cut-Fruit_Cup_Healthy_Mix","Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables",0.0077532810672672
"Meat","Salad, Vegetable",0.1646584997482799,"Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix",0.0077626956936554
"Vegetable","Salad, Meat",0.2125465730872541,"Grilled_Salmon, Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0374476987447698
"Salad, Meat","Vegetable",0.3477336357514973,"Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0251192815043502
"Salad, Vegetable","Meat",0.6618103331984352,"Grilled_Salmon, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0253289939153813
"Meat, Vegetable","Salad",0.3470326094645257,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Grilled_Salmon, Grilled_Vegetables",0.0700861393891934
"Salad","Fruit_cup, Vegetable",0.1333044608055435,"Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix",0.0725871857258718
"Fruit_cup","Salad, Vegetable",0.1333073474956148,"Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Grilled_Salmon, Chicken_Caesar_Salad",0.0485094850948509
"Vegetable","Salad, Fruit_cup",0.133350662854172,"Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix","Grilled_Vegetables",0.2064590542099192
"Salad, Fruit_cup","Vegetable",0.4096353473516103,"Grilled_Salmon, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix",0.2185592185592185
"Salad, Vegetable","Fruit_cup",0.4152165115337919,"Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.147203947368421
"Fruit_cup, Vegetable","Salad",0.4145454545454545,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Grilled_Salmon",0.3455598455598456
"Salad","Seafood, Meat, Vegetable",0.1056084885231702,"Shrimp_Scampi","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables",0.0064156393806052
"Seafood","Salad, Meat, Vegetable",0.0817904340242838,"Chicken_Caesar_Salad","Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0123873143524223
"Meat","Salad, Seafood, Vegetable",0.0818425910387649,"Cut-Fruit_Cup_Healthy_Mix","Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables",0.0082730540997097
"Vegetable","Salad, Seafood, Meat",0.1056450914132224,"Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix",0.0082830998742356
"Salad, Seafood","Meat, Vegetable",0.1720403555806406,"Shrimp_Scampi, Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables",0.0404232804232804
"Salad, Meat","Seafood, Vegetable",0.1728390686465606,"Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Grilled_Vegetables",0.0271615472127417
"Salad, Vegetable","Seafood, Meat",0.3289491433967355,"Shrimp_Scampi, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0269089884474499
"Seafood, Meat","Salad, Vegetable",0.2522238311956971,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Shrimp_Scampi, Grilled_Vegetables",0.0747846515270164
"Seafood, Vegetable","Salad, Meat",0.1724479332413988,"Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix",0.0774533657745336
"Meat, Vegetable","Salad, Seafood",0.1724906274315625,"Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Shrimp_Scampi, Chicken_Caesar_Salad",0.0517615176151761
"Salad, Seafood, Meat","Vegetable",0.4654514220271044,"Shrimp_Scampi, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix","Grilled_Vegetables",0.2228704784130688
"Salad, Seafood, Vegetable","Meat",0.4945745867559071,"Shrimp_Scampi, Chicken_Caesar_Salad, Grilled_Vegetables","Cut-Fruit_Cup_Healthy_Mix",0.2309552599758162
"Salad, Meat, Vegetable","Seafood",0.4970444353852425,"Shrimp_Scampi, Cut-Fruit_Cup_Healthy_Mix, Grilled_Vegetables","Chicken_Caesar_Salad",0.1579818031430934
"Seafood, Meat, Vegetable","Salad",0.464034253092293,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Grilled_Vegetables","Shrimp_Scampi",0.3687258687258687
"Salad","Fruit_cup, Seafood, Vegetable",0.0940883499350368,"Grilled_Salmon","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0282010918712529
"Fruit_cup","Salad, Seafood, Vegetable",0.0940903874055306,"Chicken_Caesar_Salad","Grilled_Salmon, Mixed_Veggie_Stir_Fry",0.0546079512290031
"Seafood","Salad, Fruit_cup, Vegetable",0.0728684510632588,"Mixed_Veggie_Stir_Fry","Grilled_Salmon, Chicken_Caesar_Salad",0.0364423285003246
"Vegetable","Salad, Fruit_cup, Seafood",0.0941209600554544,"Grilled_Salmon, Chicken_Caesar_Salad","Mixed_Veggie_Stir_Fry",0.1761506276150627
"Salad, Fruit_cup","Seafood, Vegetable",0.2891269630023955,"Grilled_Salmon, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.117877642447151
"Salad, Seafood","Fruit_cup, Vegetable",0.153273599548469,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Grilled_Salmon",0.33937928254736
"Salad, Vegetable","Fruit_cup, Seafood",0.2930662349925806,"Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0231298999436912
"Fruit_cup, Seafood","Salad, Vegetable",0.1537345646251282,"Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry",0.03463259614761
"Fruit_cup, Vegetable","Salad, Seafood",0.2925925925925926,"Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0231118805453365
"Seafood, Vegetable","Salad, Fruit_cup",0.1536367172306495,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Mixed_Veggie_Stir_Fry",0.2090837901331245
"Salad, Fruit_cup, Seafood","Vegetable",0.4351091528139395,"Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.1417950079660117
"Salad, Fruit_cup, Vegetable","Seafood",0.7058154645873945,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Healthy_Mix",0.215235792019347
"Salad, Seafood, Vegetable","Fruit_cup",0.4406246830950208,"Cut-Fruit_Cup_Seasonal_Mix","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0209163346613545
"Fruit_cup, Seafood, Vegetable","Salad",0.4412959577493398,"Chicken_Caesar_Salad","Cut-Fruit_Cup_Seasonal_Mix, Mixed_Veggie_Stir_Fry",0.0313249886503664
"Salad","Fruit_cup, Meat, Vegetable",0.0914898224339541,"Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad",0.0209045661112313
"Fruit_cup","Salad, Meat, Vegetable",0.0914918036336863,"Cut-Fruit_Cup_Seasonal_Mix, Chicken_Caesar_Salad","Mixed_Veggie_Stir_Fry",0.1891891891891892
"Meat","Salad, Fruit_cup, Vegetable",0.0709011579124014,"Cut-Fruit_Cup_Seasonal_Mix, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.1349162011173184
"Vegetable","Salad, Fruit_cup, Meat",0.0915215319296421,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Seasonal_Mix",0.1946795646916566
"Salad, Fruit_cup","Meat, Vegetable",0.2811418685121107,"Shrimp_Scampi","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0269053777165698
"Salad, Meat","Fruit_cup, Vegetable",0.1497324308041251,"Chicken_Caesar_Salad","Shrimp_Scampi, Mixed_Veggie_Stir_Fry",0.0519488942214151
"Salad, Vegetable","Fruit_cup, Meat",0.2849723458788615,"Mixed_Veggie_Stir_Fry","Shrimp_Scampi, Chicken_Caesar_Salad",0.0346678208180047
"Fruit_cup, Meat","Salad, Vegetable",0.1488252492162457,"Shrimp_Scampi, Chicken_Caesar_Salad","Mixed_Veggie_Stir_Fry",0.1695238095238095
"Fruit_cup, Vegetable","Salad, Meat",0.2845117845117845,"Shrimp_Scampi, Mixed_Veggie_Stir_Fry","Chicken_Caesar_Salad",0.1145758832785009
"Meat, Vegetable","Salad, Fruit_cup",0.1494305722571974,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Shrimp_Scampi",0.3228536880290205
"Salad, Fruit_cup, Meat","Vegetable",0.4255640612409347,"Grilled_Salmon","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.006631610677563
"Salad, Fruit_cup, Vegetable","Meat",0.6863222871994803,"Chicken_Caesar_Salad","Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry",0.0128412996951812
"Salad, Meat, Vegetable","Fruit_cup",0.4305951895637994,"Cut-Fruit_Cup_Healthy_Mix","Grilled_Salmon, Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0085762550353012
"Fruit_cup, Meat, Vegetable","Salad",0.4280214770539965,"Mixed_Veggie_Stir_Fry","Grilled_Salmon, Chicken_Caesar_Salad, Cut-Fruit_Cup_Healthy_Mix",0.0085695736853494
"Salad","Fruit_cup, Seafood, Meat, Vegetable",0.0525335643135556,"Grilled_Salmon, Chicken_Caesar_Salad","Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry",0.0414225941422594
"Seafood","Salad, Fruit_cup, Meat, Vegetable",0.0406855839538471,"Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix","Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry",0.0277855739545326
"Meat","Salad, Fruit_cup, Seafood, Vegetable",0.0407115287799966,"Grilled_Salmon, Mixed_Veggie_Stir_Fry","Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad",0.0277194456110877
"Vegetable","Salad, Fruit_cup, Seafood, Meat",0.0525517719435057,"Cut-Fruit_Cup_Healthy_Mix, Chicken_Caesar_Salad","Grilled_Salmon, Mixed_Veggie_Stir_Fry",0.0775254502740798
"Fruit_cup","Salad, Seafood, Meat, Vegetable",0.0525347019207865,"Chicken_Caesar_Salad, Mixed_Veggie_Stir_Fry","Grilled_Salmon, Cut-Fruit_Cup_Healthy_Mix",0.0798065296251511
"Salad, Seafood","Fruit_cup, Meat, Vegetable",0.0855792295752786,"Cut-Fruit_Cup_Healthy_Mix, Mixed_Veggie_Stir_Fry","Grilled_Salmon, Chicken_Caesar_Salad",0.0525756771109931
